customerID,firstVisitDate,secondVisitDate,articleID,section,author,headline,topicKeywords,totalVisits,wordCount,videoCount
87,2018-03-14 20:18:03 UTC,,SB11027093093037343542404584101822248659720,WSJ_Business,Paul+Ziobro,WSJ_Article_Business_Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores,bankruptcy|bankruptcynews| jobs| liquidiation|pe restructuring| retail| toys r us|Toys ‘R&#39; Us|,1,942.0,1.0
88,2018-03-13 16:55:57 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Fired Over Security Issue,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
89,2018-03-10 04:00:16 UTC,,SB11271771260706913612604584073672363388280,WSJ_Politics,Bradley+Hope,WSJ_Article_Politics and Policy_Trump Ally Was in Talks to Earn Millions in Effort to End 1MDB Probe,1mdb| california law firm|donald trump| gop fundraiser| hp hop star| justice department probe| malay,1,1721.0,0.0
90,2018-03-16 02:46:22 UTC,,SB11027093093037343542404584103972026867280,WSJ_Business,Sara+Germano,"WSJ_Article_Business_Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns",nike executive|nike management|nike review|nike trevor edwards|nike workplace behavior |Nike|NKE|Mar,1,460.0,0.0
91,2018-03-13 20:07:09 UTC,,SB10053721253826474326804584099160047332756,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Rex Tillerson Is Out as Secretary of State; Donald Trump Taps Mike P,department|dept|donald|ousted|out|resigns|russ|state|tillerson|trump|Donald Trump|Rex Tillerson|regu,1,1353.0,0.0
92,2018-03-13 12:45:16 UTC,,SB10053721253826474326804584099160047332756,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Rex Tillerson Is Out as Secretary of State; Donald Trump Taps Mike P,department|dept|donald|ousted|out|resigns|russ|state|tillerson|trump|Donald Trump|Rex Tillerson|regu,1,1353.0,0.0
93,2018-03-13 20:06:43 UTC,,SB11704195083378974371404584099250336223862,WSJ_Tech,David+Pierce,WSJ_Article_Personal Technology: Review_Uber for Bikes Is a Commuter Dream… When It Works,bike rental|bike sharing|commute|dockless|electric bike|jump bike|limebike|lime bike|uber|uber bike|,1,1218.0,0.0
94,2018-03-13 00:00:22 UTC,,SB12551280294238484452204584049310209768466,WSJ_Business,Andrew+Blackman,WSJ_Article_Journal Reports: Leadership_The Smartest Ways to Use Email at Work,email and all caps| email and emoticons| email and productivity| journal reports| managing email| re,1,1994.0,0.0
95,2018-03-14 09:56:44 UTC,,SB10824756586189594849604581296791855327586,WSJ_Life,Lettie+Teague,WSJ_Article_On Wine: Lettie Teague_Is Coffee More Complex Than Wine?,2009 joh. jos. prüm graacher himmelreich riesling kabinett|2010 domaine comte georges de vogüé ch,1,1423.0,0.0
95,2018-03-14 09:44:47 UTC,,SB10824756586189594849604581296791855327586,WSJ_Life,Lettie+Teague,WSJ_Article_On Wine: Lettie Teague_Is Coffee More Complex Than Wine?,2009 joh. jos. prüm graacher himmelreich riesling kabinett|2010 domaine comte georges de vogüé ch,1,1423.0,0.0
96,2018-03-10 10:16:15 UTC,,SB11805791893646614375304584073542435430108,WSJ_Life,Anne+Marie+Chaker,WSJ_Article_Life &amp; Style_The Hottest Social Scene in Town Isn’t the Singles’ Bar. It’s the,community centers|community gathering spots|community social hubs|grocery store restaurants|grocery,1,1247.0,0.0
97,2018-03-17 18:24:21 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
98,2018-03-09 19:37:39 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca+Ballhaus,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
99,2018-03-15 18:56:48 UTC,,SB10342241267609484717704584103631954506304,WSJ_Politics,Rebecca+Ballhaus,WSJ_Article_Politics and Policy_Special Counsel Robert Mueller Has Subpoenaed Trump Organization in,collusion|donald|investigation|mueller|organization|probe|robert|russia|subpeona|subpeonas|trump|Tru,1,495.0,1.0
100,2018-03-17 21:57:24 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
101,2018-03-17 04:59:33 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
102,2018-03-14 07:03:55 UTC,2018-04-21 00:00:00 UTC,SB11704195083378974371404584099754000604392,WSJ_Politics,Reid+J.+Epstein,WSJ_Article_Politics and Policy_Special House Race in Pennsylvania Is Too Close to Call,campaign 2018|conor lamb|control of congress|election 2018|election too close to call|midterm electi,2,1337.0,1.0
103,2018-03-17 23:02:34 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
104,2018-03-14 09:00:48 UTC,,SB11704195083378974371404584099754000604392,WSJ_Politics,Reid+J.+Epstein,WSJ_Article_Politics and Policy_Democrat Clings to Razor-Thin Lead in Pennsylvania House Race,campaign 2018|conor lamb|control of congress|election 2018|election too close to call|midterm electi,1,1337.0,1.0
105,2018-03-17 19:03:46 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
106,2018-03-09 02:58:41 UTC,,SB11210326209662973945104584087201875630392,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Donald Trump Set to Sign Tariffs Decree Amid GOP Lawmakers’ Dissen,canada| carveouts|gary cohn|gop lawmakers| letter| mexico|proclamation|steel|steven mnuchin|tariffs|,1,1326.0,1.0
107,2018-03-13 20:30:29 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
107,2018-03-13 20:30:25 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
108,2018-03-13 10:32:42 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja+Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
109,2018-03-14 21:37:21 UTC,,SB10928347124278784648504582006501362898544,WSJ_Life,Jacob+Gallagher,WSJ_Article_Fashion_Jeff Goldblum’s Advice on Dressing Right,independence day: resurgence|jeff goldblum|jeff goldblum on unbreakable kimmy schmidt|men&#39;s fash,1,,
110,2018-03-13 01:50:32 UTC,,SB11115384206897403412704584097272865136690,WSJ_Tech,Kate+O’Keeffe,WSJ_Article_Technology_Trump Orders Broadcom to Cease Attempt to Buy Qualcomm,broadcom|cellphone|centers|chips|computer|data|hostle|intel|merger|over|pe deals|phone|qualcomm|take,1,1123.0,1.0
110,2018-03-13 01:48:52 UTC,,SB11115384206897403412704584097272865136690,WSJ_Tech,Kate+O’Keeffe,WSJ_Article_Technology_Trump Orders Broadcom to Cease Attempt to Buy Qualcomm,broadcom|cellphone|centers|chips|computer|data|hostle|intel|merger|over|pe deals|phone|qualcomm|take,1,1123.0,1.0
111,2018-03-10 07:06:43 UTC,,SB11271771260706913612604584073672363388280,WSJ_Politics,Bradley+Hope,WSJ_Article_Politics and Policy_Trump Ally Was in Talks to Earn Millions in Effort to End 1MDB Probe,1mdb| california law firm|donald trump| gop fundraiser| hp hop star| justice department probe| malay,1,1721.0,0.0
112,2018-03-12 02:26:14 UTC,,SB11210326209662973945104584087492498923938,WSJ_Tech,Joanna+Stern,"WSJ_Article_Personal Technology: Joanna Stern_Facebook Really Is Spying on You, Just Not Through You",advertisers|advertising|facebook|facebook ads|facebook privacy settings|idfa|instagram|is facebook l,1,1369.0,4.0
113,2018-03-10 09:08:58 UTC,2018-03-22 00:00:00 UTC,SB11805791893646614375304584073542435430108,WSJ_Life,Anne+Marie+Chaker,WSJ_Article_Life &amp; Style_The Hottest Social Scene in Town Isn’t the Singles’ Bar. It’s the,community centers|community gathering spots|community social hubs|grocery store restaurants|grocery,5,1247.0,0.0
114,2018-03-16 08:15:47 UTC,,SB11027093093037343542404584101943302456148,WSJ_Business,Heather+Haddon,WSJ_Article_Business_Blue Apron to Sell Meal Kits in Stores to Buttress Sagging Deliveries,fresh foods|meal kits| supermarkets|Blue Apron Holdings|APRN|HelloFresh |HFG.XE|ownership changes|ca,1,685.0,1.0
115,2018-03-10 10:04:30 UTC,,SB11805791893646614375304584073542435430108,WSJ_Life,Anne+Marie+Chaker,WSJ_Article_Life &amp; Style_The Hottest Social Scene in Town Isn’t the Singles’ Bar. It’s the,community centers|community gathering spots|community social hubs|grocery store restaurants|grocery,1,1247.0,0.0
116,2018-03-09 17:16:43 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca+Ballhaus,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
117,2018-03-10 07:45:44 UTC,,SB11271771260706913612604584073672363388280,WSJ_Politics,Bradley+Hope,WSJ_Article_Politics and Policy_Trump Ally Was in Talks to Earn Millions in Effort to End 1MDB Probe,1mdb| california law firm|donald trump| gop fundraiser| hp hop star| justice department probe| malay,1,1721.0,0.0
118,2018-03-12 12:11:53 UTC,,SB11704195083378974371404584095641034412708,WSJ_Tech,Ted+Greenwald,WSJ_Article_Technology_Why Intel Is So Wary of a Broadcom-Qualcomm Merger,Broadcom|AVGO|Intel|INTC|Qualcomm|QCOM|Samsung Electronics|005930.SE|NXP Semiconductors N.V.|NXPI|St,1,1005.0,0.0
119,2018-03-17 14:04:57 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
120,2018-03-17 19:08:27 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
121,2018-03-09 22:20:39 UTC,,SB11271771260706913612604584073672363388280,WSJ_Politics,Bradley+Hope,WSJ_Article_Politics and Policy_Trump Ally Was in Talks to Earn Millions in Effort to End 1MDB Probe,1mdb| california law firm|donald trump| gop fundraiser| hp hop star| justice department probe| malay,1,1721.0,0.0
122,2018-03-16 14:33:18 UTC,,SB11027093093037343542404584103340219066918,WSJ_Markets,Laura+Saunders,WSJ_Article_Tax Report_Do You Own Bitcoin? The IRS Is Coming for You,asset|bitcoin|capital gains |coinbase|cryptocurrency|digital currency|digital-currency wallet |ether,1,903.0,1.0
123,2018-03-11 17:42:52 UTC,,SB11271771260706913612604584074812663176636,WSJ_Tech,Deepa+Seetharaman,WSJ_Article_Technology_Tone-Deaf: How Facebook Misread America’s Mood on Russia,did russia hack facebook| facebook manipulation| fake news|how russia hacked 2016 elections|ira|lede,1,,
124,2018-03-13 19:41:27 UTC,2018-03-28 00:00:00 UTC,SB10053721253826474326804584099160047332756,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Rex Tillerson Is Out as Secretary of State; Donald Trump Taps Mike P,department|dept|donald|ousted|out|resigns|russ|state|tillerson|trump|Donald Trump|Rex Tillerson|regu,4,1353.0,0.0
125,2018-03-14 23:43:29 UTC,,SB11027093093037343542404584101932727958824,WSJ_Politics,Michael+Rothfeld,WSJ_Article_Politics and Policy_Trump Organization Tied to Deal to Keep Ex-Porn Star Quiet,donald trump|michael cohen| nda| nondisclosure agreement|stephanie clifford |stormy daniels|trump la,1,1061.0,0.0
126,2018-03-15 18:16:42 UTC,2018-04-13 00:00:00 UTC,SB11115384206897403412704584097312325174076,WSJ_Life,Michelle+Ruiz,WSJ_Article_Fashion_Getting Ready Faster: Secrets From Stylish Women,beauty|beauty tricks|celine|christine centenera|diane kendal|efficiency|erdem|fashion|how to get rea,2,1565.0,0.0
127,2018-03-17 17:25:53 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
128,2018-03-16 08:40:05 UTC,2018-03-20 00:00:00 UTC,SB10385287216379884548704584103573829894250,WSJ_Opinion,Peggy+Noonan,WSJ_Article_Declarations_Deliverance From Hillary Clinton,2016 election|2018|conor lamb|deplorables|donald trump|hillary clinton|india|Conor Lamb|political|ge,8,1295.0,0.0
129,2018-03-17 20:00:09 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
130,2018-03-11 11:12:07 UTC,,SB11321672081621824504804584075731364110184,WSJ_Life,Lettie+Teague,WSJ_Article_On Wine: Lettie Teague_How Italy’s Favorite Bubbly Beguiled Us,best bubbly|best prosecco value|best value sparkling wine|italian sparkling wine|mid-tier prosecco|t,1,1427.0,0.0
131,2018-03-09 22:44:50 UTC,,SB12008635076439604245104584089932959970834,WSJ_Business,Kate+O’Keeffe,WSJ_Article_Business_Wynn Resorts to Pay $2.6 Billion in Settlement That Removes a Barrier to Steve,battle|court|discount|forcibly|gambling|gaming|huge |resorts|revoked|settlement|shares|steven wynn|w,1,918.0,1.0
132,2018-03-09 13:13:02 UTC,,SB10281318889007054558204581605733125258962,WSJ_Life,Kate+Maxwell,WSJ_Article_Off Duty Travel_Escaping to Mexico’s Best-Kept-Secret Island,beach vacations|holbox|isla holbox|islands vacations|mexican beaches|mexican islands|mexico beach ge,1,1592.0,0.0
133,2018-03-11 12:46:25 UTC,,SB11488023346789724696604581613181593849792,WSJ_Tech,Matthew+Kronsberg,WSJ_Article_Gear_Looking for the Perfect Mattress? Try One You Can Customize,bed|bed in a box|best beds|best mattress|custom mattress|mattress|mattress review|smart mattress|rev,1,,
134,2018-03-09 08:05:23 UTC,,SB11513260795640254558004584083803202112962,WSJ_Opinion,,"WSJ_Article_Letters_The Liberal Arts Provide Real, Useful Skills",liberal arts|political|general news|education|school|university|college|letters|routine general news,1,441.0,0.0
135,2018-03-18 15:38:07 UTC,,SB12002571290796723925904584109412898728016,WSJ_Politics,Kristina+Peterson,WSJ_Article_Politics and Policy_Congress Braces for Battle Over Massive Spending Bill,budget battle|congress|congressional leaders|congressional republicans|republicans|spending|spending,1,861.0,0.0
136,2018-03-10 21:21:16 UTC,2018-03-12 00:00:00 UTC,SB12008635076439604245104584087652593691332,WSJ_Opinion,Peggy+Noonan,"WSJ_Article_Declarations_Over Trump, We’re as Divided as Ever",Donald Trump|political|general news|politics|international relations|domestic politics|elections|nat,2,1259.0,0.0
137,2018-03-18 06:24:17 UTC,,SB11115384206897403412704584099790190183508,WSJ_Opinion,Jason L. Riley,WSJ_Article_Upward Mobility_Lessons From the Rise of America’s Irish,immigration|political|general news|society|community|demographics|migration|politics|international r,1,829.0,0.0
138,2018-03-13 11:31:11 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
139,2018-03-14 20:27:56 UTC,,SB11027093093037343542404584101932727958824,WSJ_Politics,Michael Rothfeld|Joe Palazzolo,WSJ_Article_Politics and Policy_Top Trump Company Lawyer Worked to Silence Stormy Daniels,donald trump|michael cohen| nda| nondisclosure agreement|stephanie clifford |stormy daniels|trump la,1,1061.0,0.0
140,2018-03-13 11:47:10 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
141,2018-03-13 13:03:58 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
